filename,task,split
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1592.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1591.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1590.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1589.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1588.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1587.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1550.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1549.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1548.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1547.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1518.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1517.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1516.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1515.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1514.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1513.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1512.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1511.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1510.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1509.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1508.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1507.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1506.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1505.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1504.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1519.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1502.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1520.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1531.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1546.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1545.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1544.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1543.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1542.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1541.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1540.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1539.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1538.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1537.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1536.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1535.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1534.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1533.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1532.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1521.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1427.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1406.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1425.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1330.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1329.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1328.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1327.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1325.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1324.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1331.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1323.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1321.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1320.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1319.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1318.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1317.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1316.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1322.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1332.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1333.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1334.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1349.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1348.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1347.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1346.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1345.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1344.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1343.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1342.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1341.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1340.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1339.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1338.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1337.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1336.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1335.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1315.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1314.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1313.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1312.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1284.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1283.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1282.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1281.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1280.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1279.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1278.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1277.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1276.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1275.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1274.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1273.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1272.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1271.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1426.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1285.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1350.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1291.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1293.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1311.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1310.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1309.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1308.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1307.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1306.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1305.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1304.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1303.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1302.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1301.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1299.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1296.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1295.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1294.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1292.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1351.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1326.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1353.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1404.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1403.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1402.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1401.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1400.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1399.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1405.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1398.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1396.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1395.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1394.JPG,reidentification,train
/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/CC/2016/B&W/Robust marks/02.09-09.11/IMG_1393.JPG,reidentification,train
